cleaned_text,label
peopl game mall iouri kaila,ham
urgent tri contact today draw show prize guarante call land line claim valid hr,spam
donat unicef asian tsunami disast support fund text donat ad next bill,spam
futur plan tomorrow result today best present enjoy futur,ham
cme want ho morow wil cme got dear didnt say time,ham
suppos meet discuss abt trip thought xuhui told afternoon thought lesson,ham
hey come onlin use msn,ham
fine hope good take care,ham
oop shower call hey park garag collaps univers hospit see crazi stuff like happen,ham
aiyo poor thing dun wan eat bath alreadi,ham
yar tot knew di would happen long ago alreadi,ham
gorgeou keep pix cum thank,ham
boy late home father power frndship,ham
jade paul didnt txt rememb barm want talk txt,ham
spend new year brother famili let plan meet next week readi spoil,ham
today,ham
said okay sorri,ham
slept thinkthi time ltgt danger,ham
network job,ham
goldvik invit friend repli ye see wwwsmsacugoldvik stop send stop frnd,spam
dont let studi stress,ham
that haf keep busi,ham
rush work school rush hungri,ham
channel,ham
tell coulda real valentin wasnt never pick noth,ham
phoni award today voda number end xxxx select receiv award match pleas call quot claim code standard rate app,spam
made eta taunton plan hope that still okday good see,ham
hungri buy smth home,ham
hey kate hope give buz wedlunch outsomewher adrink towncud watershd bit ppl fromwrk bthere love petexxx,ham
drive read need write,ham
look addi goe back monday suck,ham
happi new year hope good semest,ham
esplanad lor els,ham
talk,ham
hmph head big baller,ham
well like actual call someon punto woulda wors,ham
nope sinc ayo travel forgotten guy,ham
still around look pick later,ham
cd congratul award gift voucher gift guarante freeentri wkli draw music tnc wwwldewcomwinppmxag,spam
there someon year ltgt toyota camri like olayiwola mileag ltgt kit clean need know much sell rais dough soon land sell holla back,ham
guess pub happi pig clover whatev say,ham
ill soon,ham
come tomorrow,ham
fool dont cheat other,ham
mobil numberpl sm mail idconvey regard achanammarakheshqatar,ham
way rencontr meet mountain dont,ham
guarante cash prize claim prize call custom servic repres ampm cost,spam
attend drive lesson mani time day,ham
uncl check reward month,ham
hello boytoy geeee miss today like send remind think love love kiss,ham
think two still need get cash def readi,ham
hey galsu wan meet dinner nte,ham
dear xxxxxxx uve invit xchat final attempt contact txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr,spam
babe talk think good boy miss love,ham
great offic today,ham
cool last littl get time soon,ham
sad puppi nois,ham
ye possibl dint tri pl dont tell one,ham
anyway holla whenev your around need excus creep peopl sarasota,ham
happen,ham
gon ask lol think,ham
cashbal current pound maxim cashin send pmeg hgsuiteland rowwjhl,spam
privat account statement show unredeem sim point call identifi codexx expir,spam
chase run she cross street,ham
like tell deepest darkest fantasi call pmin stop text call nat rate,spam
come friday leav pongaldo get news work place,ham
hey inconveni si huh,ham
vldo know got adsens approv,ham
realli good see day dudett miss,ham
want perumbavoor,ham
mani time told stage use laugh listen aha,ham
wont believ true incred txt repli learn truli amaz thing blow mind ofwd ptxt,spam
didnt hear,ham
thank talk saturday dear cherish brother role model,ham
pl clarifi back open return ticket prepon back kerala,ham
natali invit friend repli ye see wwwsmsacunataliek stop send stop frnd,spam
ran younger man make pretti babi togeth,ham
jamster get free wallpap text heart appli need help call,spam
lol play door sometim,ham
dunno dad said come home bring lunch yup lor call reach school lor,ham
sent custom servic cum account execut mail detail contact,ham
desir go doctor liver get bit stylish get hair manag that,ham
hmmmstill dont open,ham
yeah basic time next week get away mom amp get,ham
edison rightli said fool ask question wise man answer know speechless viva gmgngegnt,ham
vote wherev heart guid,ham
si lor juz watch italian job,ham
tick tick tick could die loneli know pout stomp feet need,ham
lmao know well,ham
doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd latest offer calloptoutlf,spam
train back northampton afraid stay skyve today around wednesday though fanci comedi club week way,ham
goodnight thangam realli miss dear,ham
hey next sun there basic yoga cours bugi pilat intro next sat tell time free,ham
geeeee internet realli bad today,ham
free video camera phone half price line rental mth cross ntwk min txt call mobileupd calloptout,spam
think disturb,ham
sorri ill call later meet sir,ham
havent stuck orchard dad car go dinner leh free tonight,ham
also wan watch show,ham
dunno lei like dun haf,ham
brother transfer ltgt ltgt,ham
call later afternoon onword mtnl servic get problem south mumbai hear cannt listen,ham
break accommodationvouch term condit appli claim mustprovid claim number,spam
talk,ham
hai dear friend new amp present number rajitha raj ranju,ham
alfi moon children need song mob tell txt tone chariti nokia poli chariti poli zed profit chariti,spam
differ style,ham
win shop spree everi week start play text store skilgm tsc winawk age perweeksub,spam
gud dearslp welltak careswt dreamsmuah,ham
want sent ltgt mesag today that sorri hurt,ham
attempt contract week top prize either cash prize call,spam
well glad didnt find total disagre lol,ham
guy flash call call madam take care,ham
want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call,spam
mark work tomorrow get work hous meet afterward,ham
keep problem heart bcoz nobodi fight amp fight self amp win battl vivekanand ham yeah give call youv got minut ham babe uawakefeellikw shitjustfound via alett thatmum gotmarri thnovbehind ourback fuckinniceselfishdeviousbitchanywayil call,ham
amaz rearrang letter give mean dormitori dirti room astronom moon starer eye see elect result lie let recount motherinlaw woman hitler eleven plu two twelv plu one amaz,ham
aiya discuss later lar pick,ham
hey happi birthday,ham
sorri miss call pleas call back,ham
omg one thing anoth cat worm bad day end,ham
good morn suffer fever dysentri abl come offic today,ham
wont anyth,ham
type stuff sing,ham
andr virgil cream,ham
check room befor activ,ham
fri oki lorgoin drivin den shoppin,ham
gokila talk aha,ham
shanilrakhesh herethanksi exchang uncut diamond stuffleav back excel servic dino prem,ham
kkthi month kote birthday know,ham
realli realli broke amount small even ltgt,ham
sorri mate phone didnt write love kate,ham
themobhit link get premium pink panther game new sugabab crazi zebra anim badass hoodi wallpaperal free,spam
well confus thing doesnt thought friend mayb wrong thing alreadi sort invit tho may come co money,ham
aight call your close,ham
nope that fine might nap tho,ham
msg mobil content order resent previou attempt fail due network error queri customersqueriesnetvisionukcom,spam
news hassl get weed week andr money haughaighgtujhyguj,ham
boy love gal propsd didnt mind lttr frnd threw thm boy decid aproach gal time truck speed toward gal hit girld boy ran like hell save ask run fast boy repli boost secret energi instantli girl shout energi thi live happili gthr drink boost evrydi moral stori free msgsd gud,ham
wnt buy bmw car urgentlyit vri urgentbut shortag ltgt lacsther sourc arng di amt ltgt lacsthat prob,ham
ding break fassyol blacko londn,ham
realli need kiss miss babi babi eva,ham
sign matur start say big thing actual start understand small thing nice even bslvyl,ham
got mani respons,ham
new messag pleas call,spam
ive reach sch alreadi,ham
decemb mobil mth entitl updat latest colour camera mobil free call mobil updat vco free,spam
definit need modul human di sem izzit wan take modul,ham
argh fuck nobodi town,ham
get lion england tone repli lionm mono lionp poli wwwringtonescouk origin best tone gbp network oper rate appli,spam
thank fill complet calm reassur,ham
aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmean,ham
drive train,ham
lol real told dad cancer,ham
privat account statement,spam
oop ltgt,ham
enufcredeit tocallshal ileav uni get bu yor hous,ham
chikku send nice msg,ham
imposs argu alway treat like sub like never releas remind necessari,ham
work den plu lor workin oso rite den orchard lor place liao,ham
wonder okor great month cherish guy wish well day mojibiola,ham
cuz ibor wan studi,ham
wot wed nite til,ham
rose redr bloodblood heartheart send ti friend includ like get back poor relat need support frnd mani luv pray god marri tri,ham
way,ham
suck ill hair youll free right,ham
still work time also tri ad zero save check ltgt,ham
hmm dunno leh mayb bag goigng dat small ju anyth except perfum smth dat keep,ham
sday joinedso train start today,ham
sorri grocer,ham
nice pub near franki benni near warner cinema,ham
costa del sol holiday await collect call toclaim sae pobox stockport skxh costpm maxmin,spam
yup havent want yoga call book,ham
shut omg yesterday dream kid boy piss kid boy even told mark dream chang diaper caus get owe face,ham
yeah imagin would realli gentl unlik doc treat patient like turkey,ham
free week nokia tone mobil everi week txt nokia get txting tell mate wwwgetzedcouk pobox wwq normpton,spam
start dont stop pray good idea anyth see help guy ill forward link,ham
darlin helen fone gon princ nite pleas come love kate,ham
offic dawher,ham
aiyar poor thing give support jia ill think,ham
unintent bad time great finger train play along give fifteen min warn,ham
get garden readi summer free select summer bulb seed worth scotsman saturday stop notxtcouk,spam
kthen come wenev lik come also tel vikki come get free time,ham
pl call happen,ham
happi new year familymay new year bring happi stabil tranquil vibrant colour life,ham
problem renew ill right away dont know detail,ham
idk sit stop shop park lot right bawl eye feel like failur everyth nobodi want feel like fail,ham
havent left yet probabl gon til dinner,ham
like ltgt question,ham
new year eve went parti boyfriend hey,ham
sir need velusami sir date birth compani bank facil detail,ham
sm chat,ham
come karnan car pleas wait till directli goto doctor,ham
bluray player,ham
meet later,ham
lol need cash nitro hurri come crash,ham
send text well skype later,ham
leav need ask,ham
congrat mobil videophon call videochat wid mate play java game dload polyph music nolin rentl,spam
